"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @IMundebo: #Christmas in the #WhiteHouse is a very traditional thing.
#DonaldTrump and #Melania calling their lawyers in front of the fi…",FALSE,0,NA,2020-12-06 23:34:55,FALSE,NA,"1335729464869855232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","62WalterP",9,TRUE,FALSE,NA,NA
"2","@Forecast432hz Our President #DonaldTrump❤️#FourMoreYears",FALSE,0,"Forecast432hz",2020-12-06 23:34:36,FALSE,"1335729190847524866","1335729383164801024","1185669084903624706","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","awake_we_are",0,FALSE,FALSE,NA,NA
"3","@realTrumpForce YES SIR #DonaldTrump",FALSE,0,"realTrumpForce",2020-12-06 23:33:47,FALSE,"1335684690297188354","1335729176792469504","963297229","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ricarcol2014",0,FALSE,FALSE,NA,NA
"4","Oh no, Rudy has Covid! Who will continue Trump's legal losing streak? Time to call Jacoby &amp; Myers.

#RudyGiuliani… https://t.co/aXobjYdkAc",FALSE,0,NA,2020-12-06 23:33:40,TRUE,NA,"1335729148816404484",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavinComedy",0,FALSE,FALSE,NA,NA
"5","I always feel like we on the right are more easy going, willing to debate and learn while the left just doesn’t see… https://t.co/RjoFe21jC0",FALSE,0,NA,2020-12-06 23:32:32,TRUE,NA,"1335728864568487939",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gamer_liko",0,FALSE,FALSE,NA,NA
"6","RT @Roadmaster1253: ITS THE #TrumpVirus DONALD TRUMP LIED TO THE AMERICAN PEOPLE COVERED UP THE SERIOUSNESS OF #CORONAVIRUS #COVID19  AND D…",FALSE,0,NA,2020-12-06 23:31:53,FALSE,NA,"1335728701066145793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",1,TRUE,FALSE,NA,NA
"7","RT @silverbract: #DonaldTrump, the #LoserInChief, seen here trying to stop #REALITY! https://t.co/iD7iiTW4Xg",FALSE,0,NA,2020-12-06 23:29:15,FALSE,NA,"1335728039154446336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","silverbract",2,TRUE,FALSE,NA,NA
"8","#DonaldTrump is an evil man who will, one day, be welcome by the devil in the worst part of hell.
He and stumbling… https://t.co/g0DzE56QvK",FALSE,0,NA,2020-12-06 23:28:57,TRUE,NA,"1335727963887775752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClarenceFerrel8",0,FALSE,FALSE,NA,NA
"9","RT @HenockYebyo: Erik Prince masterminds #UAE's mercenary mission to Tigray, backing #AbiyAhmedAli &amp; #IsaiasAfeworki. #DonaldTrump administ…",FALSE,0,NA,2020-12-06 23:28:42,FALSE,NA,"1335727898964201475",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeklaiE",37,TRUE,FALSE,NA,NA
"10","ITS THE #TrumpVirus DONALD TRUMP LIED TO THE AMERICAN PEOPLE COVERED UP THE SERIOUSNESS OF #CORONAVIRUS #COVID19  A… https://t.co/pC6rciPFxy",FALSE,1,NA,2020-12-06 23:28:37,TRUE,NA,"1335727878714109967",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",1,FALSE,FALSE,NA,NA
"11","#DonaldTrump says #RudyGiuliani has tested positive for the #CoronaVirus; while I don't wish #COVID19 on anyone, I… https://t.co/pUMwQL8YmT",FALSE,0,NA,2020-12-06 23:28:25,TRUE,NA,"1335727828571201536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paulinepark",0,FALSE,FALSE,NA,NA
"12","former #PresidentBillClinton spent his final days attempting to bring #Israel &amp; #Palestine together at the 2000… https://t.co/CE9R3fmdMU",FALSE,0,"Kegan05",2020-12-06 23:28:12,TRUE,"1335727772526731265","1335727774460379136","21906070","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kegan05",0,FALSE,FALSE,NA,NA
"13",". #bidenharis2020 #DonaldTrump #AmericaOrTrump #DonaldTrumpIsOverParty #AmericasGreatestMistake… https://t.co/6VchAb9WKP",FALSE,0,NA,2020-12-06 23:25:07,TRUE,NA,"1335726997910282249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","H4RRYSTHIGHS",0,FALSE,FALSE,NA,NA
"14","We love to see women educate themselves! 🦅🇺🇸

Video credit: halfblackconservative on TikTok

#conservative… https://t.co/sXb08JUTS7",FALSE,0,NA,2020-12-06 23:23:29,TRUE,NA,"1335726588529401865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatFormerLib",0,FALSE,FALSE,NA,NA
"15","#JoeBiden is more popular than #DonaldTrump ever was.
https://t.co/vVisbPhzua",FALSE,0,NA,2020-12-06 23:22:46,FALSE,NA,"1335726407503187975",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CrockerBoy",0,FALSE,FALSE,NA,NA
"16","RT @GETAnalysis: Even though #DonaldTrump is directly responsible for #America being the highest #infections and #deaths from the #Pandemic…",FALSE,0,NA,2020-12-06 23:22:30,FALSE,NA,"1335726340545392642",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TorontoTarun",1,TRUE,FALSE,NA,NA
"17","@ziggy6769 @bev_lash @MichaelCoudrey @realDonaldTrump Because Hillary thought she could bet #DonaldTrump. She thoug… https://t.co/gyAwQ5wogz",FALSE,0,"ziggy6769",2020-12-06 23:21:19,TRUE,"1335722206786105344","1335726042691072000","196124646","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhigdon75",0,FALSE,FALSE,NA,NA
"18","Why @JoeBiden is still alive neither in jail?
#4MoreYears #DonaldTrump #DonaldTrump2020",FALSE,0,NA,2020-12-06 23:20:25,FALSE,NA,"1335725816798441473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vmotruc",0,FALSE,FALSE,NA,NA
"19","Sad... Because this could have all been prevented... But #DonaldTrump choose a radically different route... He now… https://t.co/d5dGYCPebT",FALSE,0,NA,2020-12-06 23:20:12,TRUE,NA,"1335725759026106372",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CPLANAS1985",0,FALSE,FALSE,NA,NA
"20","RT @Seanloram: I give you - The #DonaldTrump  butt plug. https://t.co/ERTYfGchqV",FALSE,0,NA,2020-12-06 23:18:50,FALSE,NA,"1335725418058485768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryMary0414",0,TRUE,FALSE,NA,NA
"21","#astrology #fight #fighters Knowledge is power site:Why is #WikiLeaks aiding #DonaldTrump https://t.co/fOKpBX2Hk3 https://t.co/9Jd1r8lZN0",FALSE,0,NA,2020-12-06 23:18:01,FALSE,NA,"1335725212294377473",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","ModernWorldCen",0,FALSE,FALSE,NA,NA
"22","I legit think that @potus should start his own party. He doesn’t need the @GOP, the #GOP needs him. 👀🤷🏾‍♀️… https://t.co/mDziv3VHyd",FALSE,0,NA,2020-12-06 23:15:17,TRUE,NA,"1335724523258261508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvaRovin",0,FALSE,FALSE,NA,NA
"23","#donaldtrump lawyer #rudygiuliani has tested #positive for #covid19, wow what a surprise... not. #trump #WearAMask",FALSE,0,NA,2020-12-06 23:12:45,FALSE,NA,"1335723883840802822",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","airtotherun",0,FALSE,FALSE,NA,NA
"24","""Want to give his name? We’ll destroy his career,"" -Donald Trump #POTUS #DonaldTrump #Trump #TrumpProtest",FALSE,0,NA,2020-12-06 23:12:06,FALSE,NA,"1335723719810043906",NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Quote Reader</a>","Donald_Trump_Q",0,FALSE,FALSE,NA,NA
"25","@nathaliejacoby1 @epoisses #DonaldTrump is by far my biggest peeve!",FALSE,1,"nathaliejacoby1",2020-12-06 23:09:15,FALSE,"1335660685351596033","1335723004781756416","1280478731874848769","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tmarino63",0,FALSE,FALSE,NA,NA
"26","I wonder if anyone has ever said, ""Boy, am I glad that I met #DonaldTrump. I have been enriched by our association… https://t.co/wjAso4NYjw",FALSE,0,NA,2020-12-06 23:05:24,TRUE,NA,"1335722034639212546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kimby55",0,FALSE,FALSE,NA,NA
"27","@realDonaldTrump Would be a shame if #DonaldTrump had to cop to tax evasion, sex trafficking, influence pedaling.… https://t.co/OYh1GgPrhQ",FALSE,0,"realDonaldTrump",2020-12-06 23:05:02,TRUE,"1335716932604076034","1335721941865525250","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRobocaller",0,FALSE,FALSE,NA,NA
"28","RT @ThePerezHilton: Poor #DonaldTrump! As if getting fired wasn’t bad enough for him. Now this! #COVID https://t.co/jiP0fiEogw",FALSE,0,NA,2020-12-06 23:02:47,FALSE,NA,"1335721379233214464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeeArt27",5,TRUE,FALSE,NA,NA
"29","@realDonaldTrump #DonaldTrump  Have any #Democrats contracted #COVID19 ? Serious question.
It seems like only… https://t.co/gBiTkqPkzB",FALSE,0,"realDonaldTrump",2020-12-06 23:02:22,TRUE,NA,"1335721273167667201","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProdSvcs",0,FALSE,FALSE,NA,NA
"30","⁦@realDonaldTrump⁩ ⁦@RNCData⁩ ⁦@TeamTrump⁩ come on idiots stop giving money you don’t have- to #DonaldTrump… https://t.co/vEK7h4IjV0",FALSE,0,NA,2020-12-06 22:59:48,TRUE,NA,"1335720627408351233",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","optix_c",0,FALSE,FALSE,NA,NA
"31","#DonaldTrump 
3,000 dead today from Covid",FALSE,0,NA,2020-12-06 22:56:54,FALSE,NA,"1335719897951657986",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","carrasco_cacy",0,FALSE,FALSE,NA,NA
"32","I am Not Running a Business. I am Starting a Movement. I dont get paid. I am an Eye Witness with Pounds of Paper to… https://t.co/ozVSJQqftt",FALSE,3,"HwdNumber1Rat",2020-12-06 22:54:31,TRUE,"1333843109629685761","1335719297151164417","1303976795268460546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"33","“Pool Party” New Single! Celebration Single when Americans Stand Up/Prevail! Taken by a Fan, and I wanted to share… https://t.co/hhaNBogwSs",FALSE,1,NA,2020-12-06 22:53:51,TRUE,NA,"1335719127508463618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelSCollura",0,FALSE,FALSE,NA,NA
"34","RT @Willi_H2O: #TraitorTrump  #DonaldTrump #POTUS #USA 
Donald Trump 2021 ?   Nope, not happening !!!!!!!!!
( sound on )  repeat as often a…",FALSE,0,NA,2020-12-06 22:51:49,FALSE,NA,"1335718615362965505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RidinwithBiden4",1,TRUE,FALSE,NA,NA
"35","Teenage cosmetic surgeries nearly doubled in the USA between 1996 and 1998 #facts #funfacts #DonaldTrump #Republicans #News",FALSE,0,NA,2020-12-06 22:50:14,FALSE,NA,"1335718217424252932",NA,"<a href=""http://www.vicconsult.com/buffered-bulk-tweets/"" rel=""nofollow"">Buffered Tweets</a>","ArcaneTreasures",0,FALSE,FALSE,NA,NA
"36","#TraitorTrump  #DonaldTrump #POTUS #USA 
Donald Trump 2021 ?   Nope, not happening !!!!!!!!!
( sound on )  repeat a… https://t.co/0jzKhec9IR",FALSE,1,NA,2020-12-06 22:48:54,TRUE,NA,"1335717881527607297",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Willi_H2O",1,FALSE,FALSE,NA,NA
"37","Donald Trump holds first rally since U.S. election ahead of crucial Georgia Senate runoff https://t.co/NyHIWjGhiN v… https://t.co/CMVB8B82ll",FALSE,0,NA,2020-12-06 22:45:52,TRUE,NA,"1335717120651497473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vubblePOP",0,FALSE,FALSE,NA,NA
"38","RT @AAharonovich: Soon it will be:
""Leaving for #Florida now.
See you as soon as possible...""
#DonaldTrump #WhiteHouse #JoeBiden #windofcha…",FALSE,0,NA,2020-12-06 22:44:23,FALSE,NA,"1335716746599297026",NA,"<a href=""https://lovelyday.tech/"" rel=""nofollow"">V Droider</a>","LovelydayTech",1,TRUE,FALSE,NA,NA
"39","I despise you #DonaldTrump we are over you and Giuliani. GO AWAY. YOUR ANNOYING. NO ONE LIKES YOU. LEAVE THE WHIT H… https://t.co/cUAcIhXkKF",FALSE,0,NA,2020-12-06 22:42:16,TRUE,NA,"1335716214568415232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MafiaPrincez",0,FALSE,FALSE,NA,NA
"40","RT @BennettCartoons: 12/6/2020- Wearing is Caring #MaskUp #Masks #MasksSaveLives #WearAMask #WearADamnMask #Trump #DonaldTrump #PresidentTr…",FALSE,0,NA,2020-12-06 22:41:05,FALSE,NA,"1335715916072546310",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeanneenabottle",32,TRUE,FALSE,NA,NA
"41","I guess #DonaldTrump missed the part where Jacqueline Kennedy had her husband's blood all over her dress. https://t.co/CvBToCPwgI",FALSE,0,NA,2020-12-06 22:40:13,FALSE,NA,"1335715699142979585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JARosenberg12",0,FALSE,FALSE,NA,NA
"42","RT @wdgrnnrwhd: this man cannot be our president. #donaldtrump #dumptrump https://t.co/gg1RNzB7wr",FALSE,0,NA,2020-12-06 22:39:35,FALSE,NA,"1335715540178857985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wdgrnnrwhd",2,TRUE,FALSE,NA,NA
"43","On the first day of Christmas #CNN sent to me, #RudyGiuliani has #COVID19!

#TrumpCrimeFamily
#ImpeachedForLife… https://t.co/R4H8gip0YU",FALSE,0,NA,2020-12-06 22:39:08,TRUE,NA,"1335715427612315659",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandyKaus",0,FALSE,FALSE,NA,NA
"44","RT @SpencerKarter: @olderbrother21 #Karma came back to #DonaldTrump and the soon-to-be-defunct #TrumpAdmin, His so-called lawyer #RudyGiuli…",FALSE,0,NA,2020-12-06 22:38:21,FALSE,NA,"1335715228374478849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","olderbrother21",1,TRUE,FALSE,NA,NA
"45","RT @Yolibeans: Fabulous!
Thank you #Georgia!👏👏👏
We got #LOVE❤️for you!

Let's get the #USA #Senate Folks!
Cheers!

#JoeBiden
#Congress #Sen…",FALSE,0,NA,2020-12-06 22:32:57,FALSE,NA,"1335713871332585474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bigobie1102",2,TRUE,FALSE,NA,NA
"46","#RudyGiuliani is #Almost as #Good at #Stupid #Facial #Expressions as #DonaldTrump.  #Compare #Mouths...… https://t.co/7qmYERkDEW",FALSE,1,NA,2020-12-06 22:32:41,TRUE,NA,"1335713803653222407",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AJ1952Chats",0,FALSE,FALSE,NA,NA
"47","RT @BetteMidler: What happened to Americans?  They used to have real spine, &amp; a strong sense of right &amp; wrong.  I think #publicschools don’…",FALSE,0,NA,2020-12-06 22:31:07,FALSE,NA,"1335713407102758914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bobbie_lesesne",430,TRUE,FALSE,NA,NA
"48","I'm going to be hugely disappointed if states #Arizona #Nevada #Wisconsin #Michigan #Pennsylvania and #Georgia does… https://t.co/xJr4DdBcuT",FALSE,0,NA,2020-12-06 22:30:24,TRUE,NA,"1335713226177310726",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Writer_thriller",0,FALSE,FALSE,NA,NA
"49","RT @ThePerezHilton: #RudyGiuliani is not a fan of wearing masks in public.  Wishing him a full recovery! At 76 years old he’s considered hi…",FALSE,0,NA,2020-12-06 22:30:16,FALSE,NA,"1335713192253669376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BellaDonaModels",2,TRUE,FALSE,NA,NA
"50","RT @IMundebo: #Christmas in the #WhiteHouse is a very traditional thing.
#DonaldTrump and #Melania calling their lawyers in front of the fi…",FALSE,0,NA,2020-12-06 22:30:02,FALSE,NA,"1335713136377294851",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IMundebo",9,TRUE,FALSE,NA,NA
"51","Dr. Fauci Says President Trump Needs To Visit An Exorcist https://t.co/mcciuSOv9x  #donaldtrump #dranthonyfauci #electoralcollege",FALSE,0,NA,2020-12-06 22:30:01,FALSE,NA,"1335713133126709254",NA,"<a href=""http://www.TheSpoof.com"" rel=""nofollow"">The Spoof</a>","TheSpoof",0,FALSE,FALSE,NA,NA
"52","@GOPChairwoman The facts are that Joe Biden won. There are no ""voting irregularities"". Your behavior is shameful… https://t.co/AY4sGpPV6s",FALSE,0,"GOPChairwoman",2020-12-06 22:29:25,TRUE,"1335631341484986375","1335712981926236161","2353605901","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","campbabs",0,FALSE,FALSE,NA,NA
"53","RT @BeetDaddy: @realDonaldTrump if you don’t want @JoeBiden to become president i’ll happily step in and take care of your country. kindest…",FALSE,0,NA,2020-12-06 22:27:56,FALSE,NA,"1335712605667799040",NA,"<a href=""https://www.bidencabinet.com/"" rel=""nofollow"">Biden Cabinet App</a>","BidenCabinet",1,TRUE,FALSE,NA,NA
"54","#BREAKING 🚨 🚨  48,000 votes in #Georgia transfered to Biden from #DonaldTrump. https://t.co/wu2wQVqsDH",FALSE,1,NA,2020-12-06 22:27:33,FALSE,NA,"1335712509056180227",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realvaultteam6",0,FALSE,FALSE,NA,NA
"55","@FLOTUS @realDonaldTrump @WhiteHouse The families of 281,000"" covid victims will not have love, hope or peace becau… https://t.co/gHu6rcw7tR",FALSE,0,"FLOTUS",2020-12-06 22:24:21,TRUE,"1335665636727529474","1335711703133196292","818876014390603776","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRobocaller",0,FALSE,FALSE,NA,NA
"56","@joncoopertweets Very happy.  When are these pathetic old egomaniacs going to stop their ridiculous pursuit of rele… https://t.co/nlkARzYM7w",FALSE,0,"joncoopertweets",2020-12-06 22:23:13,TRUE,"1335704721512947713","1335711418423758849","27493883","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DevinNunesGram",0,FALSE,FALSE,NA,NA
"57","Soon it will be:
""Leaving for #Florida now.
See you as soon as possible...""
#DonaldTrump #WhiteHouse #JoeBiden… https://t.co/GMp0IlL4gQ",FALSE,0,NA,2020-12-06 22:20:29,TRUE,NA,"1335710732294500358",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AAharonovich",1,FALSE,FALSE,NA,NA
"58","RT @IMundebo: #Christmas in the #WhiteHouse is a very traditional thing.
#DonaldTrump and #Melania calling their lawyers in front of the fi…",FALSE,0,NA,2020-12-06 22:19:36,FALSE,NA,"1335710509883121667",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cmm09672",9,TRUE,FALSE,NA,NA
"59","@olderbrother21 #Karma came back to #DonaldTrump and the soon-to-be-defunct #TrumpAdmin, His so-called lawyer… https://t.co/TopTVC3VGg",FALSE,1,"olderbrother21",2020-12-06 22:19:34,TRUE,NA,"1335710500777316354","19043242","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpencerKarter",1,FALSE,FALSE,NA,NA
"60","@joncoopertweets It is what it is #donaldtrump",FALSE,0,"joncoopertweets",2020-12-06 22:18:12,FALSE,"1335704721512947713","1335710157721006084","27493883","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bigjoesd",0,FALSE,FALSE,NA,NA
"61","Trump Personal Lawyer Test Positive To Coronavirus. #coronavirus #bidenharis2020 #DonaldTrump #Covid_19 https://t.co/z9S4pzpcS4",FALSE,0,NA,2020-12-06 22:18:00,FALSE,NA,"1335710108915994626",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naijahome",0,FALSE,FALSE,NA,NA
"62","Another truth the corrupt #mainstreammedia is hiding ... #Trump #DonaldTrump #POTUS #4moreyearstrump #electionfraud… https://t.co/oBCesUwOb1",FALSE,2,NA,2020-12-06 22:17:53,TRUE,NA,"1335710076812857344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CrowRising",0,FALSE,FALSE,NA,NA
"63","Can you catch coronavirus from a fart? #RudyGiuliani #COVID19 #RudyFarted #DonaldTrump",FALSE,0,NA,2020-12-06 22:17:47,FALSE,NA,"1335710050824769537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ndavila01",0,FALSE,FALSE,NA,NA
"64","@DanNewsManBall @OANN @realDonaldTrump @POTUS @DonaldJTrumpJr @TeamTrump I can sum it up for you, @realDonaldTrump… https://t.co/uMEKDMYp14",FALSE,2,"DanNewsManBall",2020-12-06 22:15:12,TRUE,"1335706262672044033","1335709402217799680","23362152","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Slee418",0,FALSE,FALSE,NA,NA
"65","RT @jamie_saris: I’m back on #Twitter, after a full week in the slammer. My crime was suggesting that #DonaldTrump be removed from the Whit…",FALSE,0,NA,2020-12-06 22:13:00,FALSE,NA,"1335708848968134660",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","veloopity",3,TRUE,FALSE,NA,NA
"66","""Why would Kim Jong-un insult me by calling me ""old,"" when I would NEVER call him ""short and fat?"" -Donald Trump #POTUS #DonaldTrump #Trump",FALSE,0,NA,2020-12-06 22:12:06,FALSE,NA,"1335708620521148421",NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Quote Reader</a>","Donald_Trump_Q",0,FALSE,FALSE,NA,NA
"67","Today, as #AntiMaskers (one waving a #Trump ""Keep American Great"" flag) hold their #AntiMask Rally in #Barrie,… https://t.co/eoCBx8nZEO",FALSE,0,NA,2020-12-06 22:11:22,TRUE,NA,"1335708437150388225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Barrie_B_Barrie",0,FALSE,FALSE,NA,NA
"68","Watch: RNC Rally with President Trump in #Georgia – 12/5/20: 
President Donald Trump, Senators Kelly Loeffler and D… https://t.co/VXYFlaFuGM",FALSE,0,NA,2020-12-06 22:07:44,TRUE,NA,"1335707523991695362",NA,"<a href=""https://www.conservativedailynews.com"" rel=""nofollow"">Conservative Daily News</a>","CDNnow",0,FALSE,FALSE,NA,NA
"69","RT @YAHsJUDGEMENT: Well Gov. Kemp of #Georgia seems that you are in a fix #DonaldTrump is mourning his loss, don't turn your back on him? I…",FALSE,0,NA,2020-12-06 22:04:45,FALSE,NA,"1335706773114777600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YAHsJUDGEMENT",3,TRUE,FALSE,NA,NA
"70","I wonder if #MellissaCarone is busy - or if she'll be next to be positive and announced by #trump🇷🇺.

#RudyGiuliani… https://t.co/qyOAw43sOT",FALSE,0,NA,2020-12-06 22:04:31,TRUE,NA,"1335706713735921666",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CallMeAhmjusAyn",0,FALSE,FALSE,NA,NA
"71","#Breaking - Georgia’s governor will not acquiesce to pressure from President Donald Trump to call a special session… https://t.co/9SiBosgcNC",FALSE,1,NA,2020-12-06 22:03:46,TRUE,NA,"1335706527240310785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oigetit_com",0,FALSE,FALSE,NA,NA
"72","RT @kwinews1: The Guardian: Why does Trump want to “pardon” his friends and children? https://t.co/1co5FOanNx via @@kwinews1 

#DonaldTrump",FALSE,0,NA,2020-12-06 22:03:41,FALSE,NA,"1335706505799225350",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abjeg",1,TRUE,FALSE,NA,NA
"73","RT @habitosdvidanat: God help us all! Get #DonaldTrump out by of office now! 🤦🏻‍♀️🤦🏻‍♀️ https://t.co/6g4oWruHVs",FALSE,0,NA,2020-12-06 22:01:26,FALSE,NA,"1335705936867028996",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catbears12",1,TRUE,FALSE,NA,NA
"74","RT @doctoralexa: The Hague ... will deal with ... #DonaldTrump ... https://t.co/ce9EwVjol5",FALSE,0,NA,2020-12-06 22:00:52,FALSE,NA,"1335705797301424128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","girls_smarter",11,TRUE,FALSE,NA,NA
"75","#trump supporters should keep on thinking that #davidperdue #kellyloeffler and #briankemp all abandoned #trump and… https://t.co/77wBF33975",FALSE,0,NA,2020-12-06 22:00:08,TRUE,NA,"1335705611510501377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TweetyThings1",0,FALSE,FALSE,NA,NA
"76","When it comes to defending your liberty, you have to be More Than A Meme.
#MoreThanAMeme #kag #MAGA #DonaldTrump",FALSE,0,NA,2020-12-06 21:57:17,FALSE,NA,"1335704895069040640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IntentionalUS",0,FALSE,FALSE,NA,NA
"77","RT @doctoralexa: The Hague ... will deal with ... #DonaldTrump ... https://t.co/ce9EwVjol5",FALSE,0,NA,2020-12-06 21:56:14,FALSE,NA,"1335704628479074307",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","doctoralexa",11,TRUE,FALSE,NA,NA
